,population,state,year
5696,523.0,WA,1900
5697,583.0,WA,1901
5698,651.0,WA,1902
5699,719.0,WA,1903
5700,782.0,WA,1904
5701,842.0,WA,1905
5702,904.0,WA,1906
5703,967.0,WA,1907
5704,1028.0,WA,1908
5705,1091.0,WA,1909
5706,1148.0,WA,1910
5707,1167.0,WA,1911
5708,1184.0,WA,1912
5709,1209.0,WA,1913
5710,1231.0,WA,1914
5711,1239.0,WA,1915
5712,1255.0,WA,1916
5713,1287.0,WA,1917
5714,1341.0,WA,1918
5715,1333.0,WA,1919
5716,1373.0,WA,1920
5717,1405.0,WA,1921
5718,1415.0,WA,1922
5719,1433.0,WA,1923
5720,1467.0,WA,1924
5721,1494.0,WA,1925
5722,1516.0,WA,1926
5723,1538.0,WA,1927
5724,1551.0,WA,1928
5725,1555.0,WA,1929
5726,1568.0,WA,1930
5727,1581.0,WA,1931
5728,1584.0,WA,1932
5729,1592.0,WA,1933
5730,1610.0,WA,1934
5731,1629.0,WA,1935
5732,1653.0,WA,1936
5733,1681.0,WA,1937
5734,1698.0,WA,1938
5735,1715.0,WA,1939
5736,1740.0,WA,1940
5737,1789.0,WA,1941
5738,1901.0,WA,1942
5739,2027.0,WA,1943
5740,2092.0,WA,1944
5741,2206.0,WA,1945
5742,2288.0,WA,1946
5743,2211.0,WA,1947
5744,2255.0,WA,1948
5745,2294.0,WA,1949
5746,2387.0,WA,1950
5747,2424.0,WA,1951
5748,2448.0,WA,1952
5749,2466.0,WA,1953
5750,2516.0,WA,1954
5751,2604.0,WA,1955
5752,2668.0,WA,1956
5753,2724.0,WA,1957
5754,2773.0,WA,1958
5755,2821.0,WA,1959
5756,2855.0,WA,1960
5757,2882.0,WA,1961
5758,2942.0,WA,1962
5759,2955.0,WA,1963
5760,2961.0,WA,1964
5761,2967.0,WA,1965
5762,3057.0,WA,1966
5763,3174.0,WA,1967
5764,3270.0,WA,1968
5765,3343.0,WA,1969
5766,3413.244,WA,1970
5767,3447.553,WA,1971
5768,3447.885,WA,1972
5769,3478.782,WA,1973
5770,3549.946,WA,1974
5771,3621.339,WA,1975
5772,3693.61,WA,1976
5773,3776.05,WA,1977
5774,3889.073,WA,1978
5775,4017.632,WA,1979
5776,4154.678,WA,1980
5777,4235.731,WA,1981
5778,4276.552,WA,1982
5779,4300.266,WA,1983
5780,4343.656,WA,1984
5781,4400.098,WA,1985
5782,4452.72,WA,1986
5783,4531.901,WA,1987
5784,4639.893,WA,1988
5785,4746.316,WA,1989
5786,4900.78,WA,1990
5787,5013.443,WA,1991
5788,5139.011,WA,1992
5789,5247.704,WA,1993
5790,5334.896,WA,1994
5791,5431.024,WA,1995
5792,5509.963,WA,1996
5793,5604.105,WA,1997
5794,5687.832,WA,1998
5795,5756.361,WA,1999
5796,5910.512,WA,2000
5797,5985.722,WA,2001
5798,6052.349,WA,2002
5799,6104.115,WA,2003
5800,6178.645,WA,2004
5801,6257.305,WA,2005
5802,6370.753,WA,2006
5803,6461.587,WA,2007
5804,6562.231,WA,2008
5805,6667.426,WA,2009
5806,6743.009,WA,2010
5807,6827.479,WA,2011
5808,6898.599,WA,2012
5809,6966.252,WA,2013
5810,7057.531,WA,2014
5811,7167.287,WA,2015
5812,7299.961,WA,2016
5813,7427.951,WA,2017
5814,7526.793,WA,2018
5815,7614.024,WA,2019
5816,7726.812,WA,2020
5817,7744.316,WA,2021
5818,7786.828,WA,2022
5819,7838.655,WA,2023
5820,7927.958,WA,2024
5821,8001.02,WA,2025
5822,959.0,WV,1900
5823,972.0,WV,1901
5824,1000.0,WV,1902
5825,1037.0,WV,1903
5826,1064.0,WV,1904
5827,1094.0,WV,1905
5828,1122.0,WV,1906
5829,1149.0,WV,1907
5830,1174.0,WV,1908
5831,1203.0,WV,1909
5832,1231.0,WV,1910
5833,1266.0,WV,1911
5834,1291.0,WV,1912
5835,1317.0,WV,1913
5836,1362.0,WV,1914
5837,1387.0,WV,1915
5838,1414.0,WV,1916
5839,1439.0,WV,1917
5840,1438.0,WV,1918
5841,1464.0,WV,1919
5842,1470.0,WV,1920
5843,1485.0,WV,1921
5844,1498.0,WV,1922
5845,1526.0,WV,1923
5846,1577.0,WV,1924
5847,1593.0,WV,1925
5848,1623.0,WV,1926
5849,1671.0,WV,1927
5850,1696.0,WV,1928
5851,1717.0,WV,1929
5852,1733.0,WV,1930
5853,1740.0,WV,1931
5854,1747.0,WV,1932
5855,1752.0,WV,1933
5856,1771.0,WV,1934
5857,1794.0,WV,1935
5858,1808.0,WV,1936
5859,1813.0,WV,1937
5860,1828.0,WV,1938
5861,1868.0,WV,1939
5862,1907.0,WV,1940
5863,1885.0,WV,1941
5864,1831.0,WV,1942
5865,1741.0,WV,1943
5866,1706.0,WV,1944
5867,1708.0,WV,1945
5868,1826.0,WV,1946
5869,1883.0,WV,1947
5870,1899.0,WV,1948
5871,1930.0,WV,1949
5872,2006.0,WV,1950
5873,1984.0,WV,1951
5874,1957.0,WV,1952
5875,1929.0,WV,1953
5876,1905.0,WV,1954
5877,1880.0,WV,1955
5878,1857.0,WV,1956
5879,1843.0,WV,1957
5880,1845.0,WV,1958
5881,1855.0,WV,1959
5882,1853.0,WV,1960
5883,1828.0,WV,1961
5884,1809.0,WV,1962
5885,1796.0,WV,1963
5886,1797.0,WV,1964
5887,1786.0,WV,1965
5888,1775.0,WV,1966
5889,1769.0,WV,1967
5890,1763.0,WV,1968
5891,1746.0,WV,1969
5892,1744.237,WV,1970
5893,1770.657,WV,1971
5894,1797.648,WV,1972
5895,1806.36,WV,1973
5896,1815.447,WV,1974
5897,1842.25,WV,1975
5898,1879.503,WV,1976
5899,1908.088,WV,1977
5900,1923.395,WV,1978
5901,1942.146,WV,1979
5902,1951.349,WV,1980
5903,1954.124,WV,1981
5904,1949.604,WV,1982
5905,1945.061,WV,1983
5906,1927.697,WV,1984
5907,1906.831,WV,1985
5908,1882.35,WV,1986
5909,1857.585,WV,1987
5910,1830.215,WV,1988
5911,1806.568,WV,1989
5912,1792.481,WV,1990
5913,1798.212,WV,1991
5914,1805.462,WV,1992
5915,1816.179,WV,1993
5916,1818.49,WV,1994
5917,1820.56,WV,1995
5918,1818.983,WV,1996
5919,1815.588,WV,1997
5920,1811.688,WV,1998
5921,1806.928,WV,1999
5922,1807.021,WV,2000
5923,1801.481,WV,2001
5924,1805.414,WV,2002
5925,1812.295,WV,2003
5926,1816.438,WV,2004
5927,1820.492,WV,2005
5928,1827.912,WV,2006
5929,1834.052,WV,2007
5930,1840.31,WV,2008
5931,1847.775,WV,2009
5932,1854.265,WV,2010
5933,1856.606,WV,2011
5934,1857.446,WV,2012
5935,1854.768,WV,2013
5936,1850.569,WV,2014
5937,1843.332,WV,2015
5938,1832.435,WV,2016
5939,1818.683,WV,2017
5940,1805.953,WV,2018
5941,1795.263,WV,2019
5942,1791.67,WV,2020
5943,1785.921,WV,2021
5944,1774.003,WV,2022
5945,1770.036,WV,2023
5946,1767.402,WV,2024
5947,1766.147,WV,2025
5948,2072.0,WI,1900
5949,2109.0,WI,1901
5950,2141.0,WI,1902
5951,2171.0,WI,1903
5952,2202.0,WI,1904
5953,2231.0,WI,1905
5954,2250.0,WI,1906
5955,2268.0,WI,1907
5956,2292.0,WI,1908
5957,2317.0,WI,1909
5958,2345.0,WI,1910
5959,2369.0,WI,1911
5960,2407.0,WI,1912
5961,2438.0,WI,1913
5962,2490.0,WI,1914
5963,2535.0,WI,1915
5964,2562.0,WI,1916
5965,2587.0,WI,1917
5966,2597.0,WI,1918
5967,2600.0,WI,1919
5968,2679.0,WI,1920
5969,2722.0,WI,1921
5970,2761.0,WI,1922
5971,2803.0,WI,1923
5972,2833.0,WI,1924
5973,2863.0,WI,1925
5974,2892.0,WI,1926
5975,2916.0,WI,1927
5976,2923.0,WI,1928
5977,2934.0,WI,1929
5978,2950.0,WI,1930
5979,2990.0,WI,1931
5980,3021.0,WI,1932
5981,3040.0,WI,1933
5982,3054.0,WI,1934
5983,3070.0,WI,1935
5984,3082.0,WI,1936
5985,3088.0,WI,1937
5986,3098.0,WI,1938
5987,3121.0,WI,1939
5988,3143.0,WI,1940
5989,3140.0,WI,1941
5990,3053.0,WI,1942
5991,3014.0,WI,1943
5992,2980.0,WI,1944
5993,2961.0,WI,1945
5994,3167.0,WI,1946
5995,3250.0,WI,1947
5996,3314.0,WI,1948
5997,3391.0,WI,1949
5998,3438.0,WI,1950
5999,3439.0,WI,1951
6000,3469.0,WI,1952
6001,3506.0,WI,1953
6002,3608.0,WI,1954
6003,3679.0,WI,1955
6004,3742.0,WI,1956
6005,3791.0,WI,1957
6006,3843.0,WI,1958
6007,3891.0,WI,1959
6008,3962.0,WI,1960
6009,4009.0,WI,1961
6010,4049.0,WI,1962
6011,4112.0,WI,1963
6012,4165.0,WI,1964
6013,4232.0,WI,1965
6014,4274.0,WI,1966
6015,4303.0,WI,1967
6016,4345.0,WI,1968
6017,4378.0,WI,1969
6018,4417.821,WI,1970
6019,4462.155,WI,1971
6020,4502.412,WI,1972
6021,4524.244,WI,1973
6022,4545.782,WI,1974
6023,4578.986,WI,1975
6024,4595.904,WI,1976
6025,4626.514,WI,1977
6026,4646.108,WI,1978
6027,4682.811,WI,1979
6028,4712.045,WI,1980
6029,4726.343,WI,1981
6030,4728.87,WI,1982
6031,4721.438,WI,1983
6032,4735.563,WI,1984
6033,4747.767,WI,1985
6034,4755.618,WI,1986
6035,4777.919,WI,1987
6036,4822.388,WI,1988
6037,4856.574,WI,1989
6038,4902.265,WI,1990
6039,4952.675,WI,1991
6040,5004.636,WI,1992
6041,5055.318,WI,1993
6042,5095.504,WI,1994
6043,5137.004,WI,1995
6044,5173.828,WI,1996
6045,5200.235,WI,1997
6046,5222.124,WI,1998
6047,5250.446,WI,1999
6048,5373.999,WI,2000
6049,5406.835,WI,2001
6050,5445.162,WI,2002
6051,5479.203,WI,2003
6052,5514.026,WI,2004
6053,5546.166,WI,2005
6054,5577.655,WI,2006
6055,5610.775,WI,2007
6056,5640.996,WI,2008
6057,5669.264,WI,2009
6058,5690.538,WI,2010
6059,5705.84,WI,2011
6060,5720.825,WI,2012
6061,5738.012,WI,2013
6062,5753.199,WI,2014
6063,5762.927,WI,2015
6064,5775.17,WI,2016
6065,5793.147,WI,2017
6066,5809.319,WI,2018
6067,5824.581,WI,2019
6068,5897.371,WI,2020
6069,5882.128,WI,2021
6070,5903.472,WI,2022
6071,5930.35,WI,2023
6072,5957.168,WI,2024
6073,5972.787,WI,2025
6074,93.0,WY,1900
6075,100.0,WY,1901
6076,105.0,WY,1902
6077,108.0,WY,1903
6078,111.0,WY,1904
6079,114.0,WY,1905
6080,118.0,WY,1906
6081,125.0,WY,1907
6082,133.0,WY,1908
6083,141.0,WY,1909
6084,147.0,WY,1910
6085,150.0,WY,1911
6086,153.0,WY,1912
6087,157.0,WY,1913
6088,163.0,WY,1914
6089,167.0,WY,1915
6090,174.0,WY,1916
6091,186.0,WY,1917
6092,181.0,WY,1918
6093,191.0,WY,1919
6094,197.0,WY,1920
6095,203.0,WY,1921
6096,208.0,WY,1922
6097,211.0,WY,1923
6098,215.0,WY,1924
6099,216.0,WY,1925
6100,217.0,WY,1926
6101,219.0,WY,1927
6102,220.0,WY,1928
6103,223.0,WY,1929
6104,226.0,WY,1930
6105,229.0,WY,1931
6106,230.0,WY,1932
6107,230.0,WY,1933
6108,233.0,WY,1934
6109,237.0,WY,1935
6110,240.0,WY,1936
6111,243.0,WY,1937
6112,246.0,WY,1938
6113,248.0,WY,1939
6114,250.0,WY,1940
6115,247.0,WY,1941
6116,251.0,WY,1942
6117,247.0,WY,1943
6118,242.0,WY,1944
6119,239.0,WY,1945
6120,254.0,WY,1946
6121,258.0,WY,1947
6122,269.0,WY,1948
6123,277.0,WY,1949
6124,290.0,WY,1950
6125,291.0,WY,1951
6126,293.0,WY,1952
6127,290.0,WY,1953
6128,293.0,WY,1954
6129,307.0,WY,1955
6130,312.0,WY,1956
6131,314.0,WY,1957
6132,315.0,WY,1958
6133,320.0,WY,1959
6134,331.0,WY,1960
6135,337.0,WY,1961
6136,333.0,WY,1962
6137,336.0,WY,1963
6138,339.0,WY,1964
6139,332.0,WY,1965
6140,323.0,WY,1966
6141,322.0,WY,1967
6142,324.0,WY,1968
6143,329.0,WY,1969
6144,332.416,WY,1970
6145,340.285,WY,1971
6146,347.345,WY,1972
6147,354.061,WY,1973
6148,365.501,WY,1974
6149,381.695,WY,1975
6150,396.952,WY,1976
6151,413.354,WY,1977
6152,432.88,WY,1978
6153,454.378,WY,1979
6154,474.185,WY,1980
6155,491.712,WY,1981
6156,506.4,WY,1982
6157,510.345,WY,1983
6158,504.896,WY,1984
6159,499.695,WY,1985
6160,495.633,WY,1986
6161,476.965,WY,1987
6162,465.101,WY,1988
6163,458.374,WY,1989
6164,453.401,WY,1990
6165,457.739,WY,1991
6166,463.491,WY,1992
6167,469.033,WY,1993
6168,474.982,WY,1994
6169,478.447,WY,1995
6170,480.085,WY,1996
6171,480.031,WY,1997
6172,480.045,WY,1998
6173,479.602,WY,1999
6174,494.3,WY,2000
6175,494.657,WY,2001
6176,500.017,WY,2002
6177,503.453,WY,2003
6178,509.106,WY,2004
6179,514.157,WY,2005
6180,522.667,WY,2006
6181,534.876,WY,2007
6182,546.043,WY,2008
6183,559.851,WY,2009
6184,564.531,WY,2010
6185,567.491,WY,2011
6186,576.656,WY,2012
6187,582.62,WY,2013
6188,583.159,WY,2014
6189,586.389,WY,2015
6190,585.243,WY,2016
6191,579.994,WY,2017
6192,579.054,WY,2018
6193,580.116,WY,2019
6194,577.669,WY,2020
6195,579.662,WY,2021
6196,581.742,WY,2022
6197,584.666,WY,2023
6198,586.722,WY,2024
6199,588.753,WY,2025
